0,1,17
0,1,16
0,1,16
0,1,17
0,1,16
0,1,17
0,1,17
0,1,16
0,1,16
0,2,16
0,2,17
0,2,17
0,2,17
0,2,16
0,2,16
0,2,16
0,2,16
0,2,17
0,3,17
0,3,17
0,3,17
0,3,18
0,3,17
0,3,17
0,3,17
0,3,17
0,3,17
0,4,25
0,4,26
0,4,25
0,4,26
0,4,25
0,4,25
0,4,26
0,4,25
0,4,25
0,5,189
0,5,189
0,5,192
0,5,189
0,5,192
0,5,188
0,5,188
0,5,191
0,5,190
0,6,42160
0,6,42782
0,6,42236
0,6,42111
0,6,42222
0,6,42164
0,6,42311
0,6,42202
0,6,42158
1,0,16
1,0,16
1,0,16
1,0,16
1,0,17
1,0,16
1,0,16
1,0,17
1,0,17
1,1,17
1,1,17
1,1,16
1,1,16
1,1,16
1,1,17
1,1,16
1,1,17
1,1,16
2,0,16
2,0,17
2,0,16
2,0,16
2,0,17
2,0,17
2,0,16
2,0,16
2,0,16
2,1,18
2,1,17
2,1,18
2,1,17
2,1,17
2,1,16
2,1,17
2,1,17
2,1,17
2,2,19
2,2,19
2,2,19
2,2,20
2,2,19
2,2,19
2,2,19
2,2,19
2,2,19
3,0,17
3,0,17
3,0,17
3,0,17
3,0,18
3,0,17
3,0,17
3,0,17
3,0,17
3,1,26
3,1,26
3,1,25
3,1,26
3,1,26
3,1,25
3,1,26
3,1,25
3,1,25
3,2,62
3,2,64
3,2,62
3,2,62
3,2,62
3,2,62
3,2,62
3,2,62
3,2,63
3,3,1077
3,3,1077
3,3,1080
3,3,1075
3,3,1070
3,3,1073
3,3,1076
3,3,1074
3,3,1076
4,0,25
4,0,25
4,0,25
4,0,25
4,0,25
4,0,25
4,0,26
4,0,25
4,0,25
4,1,190
4,1,190
4,1,190
4,1,192
4,1,190
4,1,191
4,1,192
4,1,189
4,1,193
4,2,14969
4,2,14985
4,2,14963
4,2,14977
4,2,14962
4,2,14971
4,2,14967
4,2,14988
4,2,15001
5,0,189
5,0,190
5,0,191
5,0,188
5,0,189
5,0,188
5,0,189
5,0,190
5,0,188
5,1,42879
5,1,43283
5,1,43025
5,1,42757
5,1,42677
5,1,42939
5,1,42789
5,1,42789
5,1,42727
6,0,42155
6,0,42202
6,0,42281
6,0,42188
6,0,42213
6,0,42238
6,0,42169
6,0,42113
6,0,42349
