0,1,21
0,1,23
0,1,24
0,1,19
0,1,23
0,1,25
0,1,26
0,1,17
0,1,21
0,2,19
0,2,22
0,2,18
0,2,22
0,2,21
0,2,22
0,2,20
0,2,20
0,2,20
0,3,21
0,3,21
0,3,20
0,3,19
0,3,19
0,3,21
0,3,25
0,3,20
0,3,21
0,4,25
0,4,30
0,4,32
0,4,25
0,4,26
0,4,24
0,4,28
0,4,29
0,4,27
0,5,43
0,5,44
0,5,46
0,5,52
0,5,47
0,5,42
0,5,47
0,5,46
0,5,45
0,6,1992
0,6,1926
0,6,1995
0,6,2069
0,6,2160
0,6,2174
0,6,1873
0,6,1855
0,6,1811
1,0,16
1,0,18
1,0,16
1,0,17
1,0,21
1,0,17
1,0,17
1,0,19
1,0,17
1,1,19
1,1,17
1,1,17
1,1,18
1,1,16
1,1,17
1,1,20
1,1,17
1,1,17
2,0,17
2,0,17
2,0,18
2,0,16
2,0,17
2,0,18
2,0,16
2,0,16
2,0,21
2,1,17
2,1,17
2,1,17
2,1,17
2,1,18
2,1,17
2,1,16
2,1,19
2,1,17
2,2,19
2,2,22
2,2,19
2,2,19
2,2,20
2,2,19
2,2,18
2,2,19
2,2,23
3,0,17
3,0,17
3,0,17
3,0,16
3,0,17
3,0,17
3,0,16
3,0,19
3,0,17
3,1,20
3,1,25
3,1,20
3,1,21
3,1,23
3,1,20
3,1,21
3,1,23
3,1,24
3,2,27
3,2,27
3,2,28
3,2,30
3,2,31
3,2,28
3,2,28
3,2,27
3,2,28
3,3,336
3,3,337
3,3,338
3,3,340
3,3,337
3,3,337
3,3,340
3,3,339
3,3,338
4,0,21
4,0,21
4,0,25
4,0,21
4,0,22
4,0,24
4,0,21
4,0,21
4,0,25
4,1,36
4,1,35
4,1,36
4,1,36
4,1,35
4,1,35
4,1,35
4,1,34
4,1,35
4,2,592
4,2,585
4,2,589
4,2,586
4,2,585
4,2,589
4,2,592
4,2,596
4,2,588
5,0,52
5,0,55
5,0,56
5,0,54
5,0,51
5,0,52
5,0,52
5,0,53
5,0,52
5,1,1798
5,1,1829
5,1,1903
5,1,1924
5,1,1888
5,1,1850
5,1,1841
5,1,1804
5,1,1845
6,0,1872
6,0,1890
6,0,1895
6,0,1869
6,0,1977
6,0,1883
6,0,1876
6,0,1818
6,0,1805
