1,1,1,0,884.0
1,1,1,1,884.0
1,1,1,2,884.0
1,1,1,3,884.0
1,1,1,4,884.0
1,1,1,5,884.0
1,1,1,6,884.0
1,2,2,0,884.0
1,2,2,1,884.0
1,2,2,2,884.0
1,2,2,3,884.0
1,2,2,4,884.0
1,2,2,5,884.0
1,2,2,6,884.0
1,3,3,0,884.0
1,3,3,1,884.0
1,3,3,2,884.0
1,3,3,3,884.0
1,3,3,4,884.0
1,3,3,5,884.0
1,3,3,6,884.0
1,4,4,0,884.0
1,4,4,1,884.0
1,4,4,2,884.0
1,4,4,3,884.0
1,4,4,4,884.0
1,4,4,5,884.0
1,4,4,6,884.0
1,5,5,0,884.0
1,5,5,1,884.0
1,5,5,2,884.0
1,5,5,3,884.0
1,5,5,4,884.0
1,5,5,5,884.0
1,5,5,6,884.0
1,6,6,0,884.0
1,6,6,1,884.0
1,6,6,2,884.0
1,6,6,3,884.0
1,6,6,4,972.0
1,6,6,5,884.0
1,6,6,6,884.0
1,7,7,0,972.0
1,7,7,1,884.0
1,7,7,2,972.0
1,7,7,3,884.0
1,7,7,4,884.0
1,7,7,5,972.0
1,7,7,6,972.0
1,9,9,0,972.0
1,9,9,1,972.0
1,9,9,2,972.0
1,9,9,3,972.0
1,9,9,4,972.0
1,9,9,5,972.0
1,9,9,6,972.0
1,11,11,0,972.0
1,11,11,1,972.0
1,11,11,2,972.0
1,11,11,3,972.0
1,11,11,4,972.0
1,11,11,5,972.0
1,11,11,6,972.0
1,13,13,0,972.0
1,13,13,1,972.0
1,13,13,2,972.0
1,13,13,3,972.0
1,13,13,4,972.0
1,13,13,5,972.0
1,13,13,6,972.0
1,15,15,0,972.0
1,15,15,1,972.0
1,15,15,2,972.0
1,15,15,3,972.0
1,15,15,4,972.0
1,15,15,5,972.0
1,15,15,6,972.0
1,18,18,0,1060.0
1,18,18,1,1060.0
1,18,18,2,1061.0
1,18,18,3,1060.0
1,18,18,4,972.0
1,18,18,5,1060.0
1,18,18,6,1061.0
1,21,21,0,1060.0
1,21,21,1,1060.0
1,21,21,2,1061.0
1,21,21,3,1060.0
1,21,21,4,1060.0
1,21,21,5,1061.0
1,21,21,6,1060.0
1,25,25,0,1149.0
1,25,25,1,1060.0
1,25,25,2,1060.0
1,25,25,3,1149.0
1,25,25,4,1149.0
1,25,25,5,1149.0
1,25,25,6,1149.0
1,29,29,0,1149.0
1,29,29,1,1237.0
1,29,29,2,1237.0
1,29,29,3,1237.0
1,29,29,4,1149.0
1,29,29,5,1149.0
1,29,29,6,1149.0
1,34,34,0,1326.0
